Letters,Central Letter,Total Words,Total Points
AGMNOTU,U,58,257
AGMNOTU,T,72,316
AGMNOTU,O,72,282
AGMNOTU,N,85,361
AGMNOTU,M,76,348
AGMNOTU,G,54,222
AEGNRTU,U,99,476
ADGINRU,U,77,362
ADGINRU,D,98,462
ADGILRU,U,71,265
ADGILRU,R,95,353
ADGILRU,L,90,328
ADGILRU,I,86,331
ADGILRU,G,79,296
ADGILRU,D,69,252
ADGMORU,U,52,212
ADGMORU,R,91,332
ADGMORU,O,59,219
ADGMORU,M,67,267
ADGMORU,G,53,210
ADGMORU,D,69,249
AEGINRU,U,80,416
AEGILRU,U,76,327
AEGILRU,I,93,402
EGNRSUY,U,63,310
EGNRSUY,S,73,353
EGNRSUY,R,84,431
EGNRSUY,N,63,340
EGNRSUY,G,63,340
EGNRSUY,E,94,462
EGHOSTU,U,61,268
EGHOSTU,T,92,394
EGHOSTU,S,84,367
EGHOSTU,O,71,315
EGHOSTU,H,72,307
EGHOSTU,E,67,322
AEGINUV,N,85,392
AEGINUV,I,63,309
AEGINUV,G,77,365
AEGINUV,E,66,292
AEGINUV,A,77,323
DEGILRU,U,65,263
DEGILRU,L,100,419
DEGILRU,I,88,399
DEGILRU,G,89,423
DEGILRU,D,100,461
ADGHILU,L,67,206
ADGHILU,A,69,247
EGILSTU,U,74,292
EGILSTU,T,88,367
EGILSTU,S,99,424
EGILSTU,I,84,365
EGILSTU,G,55,227
EGINRUV,V,54,313
EGINRUV,R,100,580
EGINRUV,N,96,550
EGINRUV,I,82,469
EGINRUV,G,83,500
AGIRSTU,U,91,446
AGIRSTU,I,99,479
AGIRSTU,G,69,307
AGIJRTU,R,56,211
AGIJRTU,A,63,218
AEGJRTU,U,51,205
AEGJRTU,T,78,360
AEGJRTU,G,70,314
AEGJRTU,E,94,427
AEGJRTU,A,99,408
DEFGLUW,E,51,199
EGILRUV,R,72,360
EGILRUV,L,76,313
EGILRUV,I,63,280
EGILRUV,G,53,256
EGILRUV,E,85,396
BGILMOU,L,57,164
EGIMNSU,U,70,388
EGIMNSU,M,63,335
EGIMNSU,I,100,567
EGIMNSU,G,72,399
EGIMNSU,E,94,503
EGHMOSU,S,57,210
ABGNOTU,T,64,238
ABGNOTU,O,64,249
ABGNOTU,N,67,258
ABGNOTU,B,52,209
ABGNOTU,A,83,315
AGLNPUY,U,58,204
AGLNPUY,L,67,246
AGLNPUY,A,82,314
GINOPTU,T,66,303
GINOPTU,P,59,285
GINOPTU,O,69,343
GINOPTU,N,84,438
GINOPTU,I,85,451
GINOPTU,G,54,282
GHNOSTU,U,65,260
GHNOSTU,T,71,290
GHNOSTU,S,65,246
GHNOSTU,O,70,275
GHNOSTU,H,57,248
GHINSTU,U,67,311
GHINSTU,T,77,377
GHINSTU,S,85,408
GHINSTU,N,88,470
GHINSTU,I,94,484
GHINSTU,H,50,233
GHINSTU,G,72,393
AEGLNUW,N,65,258
AEGLNUW,L,86,321
AEGLNUW,G,75,293
AEGLNUW,E,74,300
AEGLNUW,A,88,318
BEGNRTU,U,86,407
BEGNRTU,T,96,469
BEGNRTU,N,88,422
BEGNRTU,G,52,257
BEGNRTU,B,66,315
EGHIRTU,T,76,349
EGHIRTU,R,80,369
EGHIRTU,I,59,282
EGHIRTU,E,81,386
EGLNSTU,U,90,397
EGLNSTU,T,99,465
EGLNSTU,N,96,496
EGLNSTU,L,92,434
EGLNSTU,G,69,311
EGINSTU,U,91,474
EGINSTU,G,99,550
AGLRTUY,U,55,199
AGLRTUY,R,67,281
AGLRTUY,L,63,238
AGLRTUY,A,86,339
AEGNSUY,U,50,231
AEGNSUY,S,85,364
AEGNSUY,N,83,357
AEGNSUY,G,57,233
AEGNSUY,E,62,262
AEGNSUY,A,86,352
DGINOWY,O,56,272
DGINOWY,N,59,300
DGINOWY,I,51,280
DGINOWY,G,50,248
AGHKMNY,A,65,238
AGMNSTY,S,51,242
AGMNSTY,N,61,292
AGMNSTY,A,95,398
GMNOPSY,O,53,207
AGMNRUY,Y,52,240
AGMNRUY,U,59,257
AGMNRUY,R,70,290
AGMNRUY,N,64,277
AGMNRUY,M,69,300
AGMNRUY,G,59,242
EGINOSY,S,89,452
EGINOSY,O,71,374
EGINOSY,I,78,440
EGINOSY,G,66,351
EGINOSY,E,74,373
ABDEHRS,H,89,447
ABDEHRS,B,84,362
ABEHILT,I,90,439
ABEHILT,H,67,294
ABHINOT,T,89,460
ABHINOT,O,77,385
ABHINOT,N,87,480
ABHINOT,I,82,452
ABHINOT,B,55,270
ABHINOT,A,89,454
ABHILTU,T,62,228
ABHILTU,L,74,277
ABHILTU,I,51,225
ABHILTU,B,57,226
ABHILTU,A,77,288
ABEHITU,T,67,237
ABEHITU,B,50,181
ABEHITU,A,50,162
ABHISTU,U,50,186
ABHISTU,T,68,268
ABHISTU,S,89,363
ABHISTU,I,61,284
ABHISTU,H,55,232
ABHISTU,B,63,253
ABHISTU,A,89,361
ABGHRSU,U,74,292
ABGHRSU,S,79,312
ABGHRSU,R,79,310
ABGHRSU,H,50,203
ABGHRSU,B,52,209
ABGHRSU,A,93,339
ABCHKTU,A,58,221
ACEHIKL,K,64,248
ACEHIKL,I,74,354
ACEHIKL,H,74,349
ACEHIKL,E,78,345
ACEHIKL,C,88,449
ACEHKLS,S,96,438
ACEHKLS,K,62,261
ACEHKLS,H,84,403
ACEHKLS,C,75,375
ACEHKNY,N,51,227
ACEHKNY,A,68,274
ACHKORW,O,53,197
ACHKORW,C,56,213
ACHKORW,A,58,230
ADHORSU,U,76,330
ADHORSU,S,84,326
ADHORSU,R,89,356
ADHORSU,O,59,239
ADHORSU,H,63,261
ADHORSU,D,69,254
ADHORSU,A,91,359
ACEHITY,T,96,485
ACEHITY,H,80,390
ACEHITY,E,58,296
ACEHITY,C,82,441
ACEHITY,A,81,414
ACEHIMT,M,78,331
ACEHIMT,I,75,382
ACEHIMT,H,92,467
ACEHIMT,E,98,465
ACEHIMT,C,95,516
AEHIMNT,H,73,414
AEGHMOR,O,68,301
AEGHMOR,G,75,351
AEGHMOR,E,100,427
AEHMOST,O,95,388
AEHMOST,H,98,415
AFHIMNU,N,51,219
AFHIMNU,M,54,229
AFHIMNU,A,61,237
ABEGHRY,R,89,355
ABEGHRY,G,55,229
ABEGHRY,E,81,311
ABEGHRY,B,64,279
ABEGHRY,A,93,352
ADGHLRY,A,74,274
AGHIOPR,R,56,237
AGHIOPR,P,52,233
AGHIOPR,A,61,236
AGHILOY,O,54,202
AGHILOY,L,76,305
AGHILOY,G,54,196
AGHILOY,A,65,246
AGHINOP,P,53,240
AGHINOP,O,62,253
AGHINOP,N,97,443
AGHINOP,I,83,402
AGHINOP,G,73,324
AGHINOP,A,80,322
AEHINRS,H,92,458
AEHIKLR,R,84,288
AEHIKLR,L,88,317
AEHIKLR,K,55,205
AEHIKLR,I,70,246
AEHIKLR,H,53,210
AEHIKLR,E,84,266
AEHILNR,H,55,248
ACEHIPR,I,98,498
ACEHIPR,H,77,377
ABDEHLR,H,67,312
ACHILNO,H,76,392
ACHLNOY,Y,50,206
ACHLNOY,O,88,346
ACHLNOY,N,62,247
ACHLNOY,L,77,320
ACHLNOY,C,76,325
ACHLNOY,A,89,378
ABCFHKL,A,68,295
ABEFHKL,L,76,278
ABEFHKL,E,61,194
ABEFHKL,A,79,291
AHILOST,H,88,412
AHILSTU,U,62,227
AHILSTU,T,87,348
AHILSTU,I,92,418
AHILSTU,H,76,327
ADEHLOW,W,53,230
ADEHLOW,O,59,219
ADEHLOW,L,98,379
ADEHLOW,H,62,280
ADEHLOW,E,82,320
ADEHLOW,D,80,300
ADEHLOW,A,85,337
AEHLNOW,O,58,209
AEHLNOW,N,56,182
AEHLNOW,L,84,315
AEHLNOW,E,62,209
AEHLNOW,A,71,252
AHLMOSW,S,83,323
AHLMOSW,O,72,290
AHLMOSW,M,63,242
AHLMOSW,L,86,356
AHLMOSW,H,64,279
ADHLNST,S,63,266
ADHLNST,A,92,340
AEHKLNO,O,63,187
AEHKLNO,N,70,217
AEHKLNO,L,81,283
AEHKLNO,K,60,180
AEHKLNO,H,50,191
AEHKLNO,E,67,214
AEHKLNO,A,86,285
AFHLMOR,O,70,249
AFHLMOR,M,58,194
AFHLMOR,L,61,235
AFHLMOR,A,83,296
AEGHLNO,O,86,331
AEGHLNO,N,95,395
AEGHLNO,G,96,400
AEGHLNO,E,89,341
AEHILOP,P,88,383
AEHILOP,O,64,286
AEHILOP,I,50,246
AEHILOP,H,54,267
AEHILOP,E,68,285
AEHILOP,A,77,339
ADEHILM,I,95,427
AEHILMS,H,82,375
ABGHMRU,R,61,225
ABGHMRU,A,78,276
AEHIMNO,O,72,314
AEHIMNO,I,79,397
AEHIMNO,E,55,238
ABHIMRU,R,72,286
ABHIMRU,M,61,246
ABHIMRU,A,86,329
AHIMPRU,R,67,242
AHIMPRU,M,59,203
AHIMPRU,A,84,293
AHMNOPT,T,60,268
AHMNOPT,O,73,273
AHMNOPT,N,59,264
AHMNOPT,M,62,258
AHMNOPT,A,80,320
ABDHINS,S,88,348
ABDHINS,N,73,338
ABDHINS,I,77,333
ABDHINS,D,54,223
ABDEHLN,N,85,412
ABDEHLN,B,82,370
ABDHILN,N,57,271
ABDHILN,L,63,257
ABDHILN,I,64,283
ABDHILN,D,52,216
ABDHILN,A,90,367
ABDHKNO,O,51,169
ABDHKNO,N,50,173
ABDHKNO,A,63,218
ACDHNRT,T,50,222
ACDHNRT,R,68,283
ACDHNRT,C,58,275
ACDHLNP,A,62,232
ADEHILN,H,59,309
ADFHLNU,L,52,177
ADFHLNU,A,63,213
ACDHINP,N,67,317
ACDHINP,I,71,345
ACDHINP,C,55,264
ACDHINP,A,86,381
ADHILNY,N,53,232
ADHILNY,L,63,257
ADHILNY,I,62,271
ADHILNY,D,56,241
ADHILNY,A,85,341
ADEHINS,H,66,307
ADEHLNS,H,85,422
ADEHLNR,H,70,335
ADGHILN,L,89,429
ADGHILN,G,99,512
ADGHILN,D,66,319
ADHLMNO,O,87,339
ADHLMNO,N,70,305
ADHLMNO,M,78,324
ADHLMNO,L,66,281
ADHLMNO,D,62,266
ADHNOTU,O,50,182
ADHNOTU,A,59,198
ADHILNR,R,68,256
ADHILNR,N,69,293
ADHILNR,L,64,239
ADHILNR,I,91,372
ADHILNR,D,72,295
ADEHNST,H,80,394
ADEHNSW,N,91,392
ADEHNSW,H,55,236
ADEHNSW,D,91,398
ADEHKNS,S,96,447
ADEHKNS,N,94,428
ADEHKNS,H,57,255
ADEHKNS,D,80,377
ADEHNRW,W,57,254
ADEHNRW,N,82,352
ADEHLNW,N,68,278
ADEHLNW,L,89,375
ADEHLNW,H,53,254
ADEHLNW,D,91,386
ACGHNOW,O,51,186
ACGHNOW,N,53,216
ACGHNOW,A,54,228
AGHNOTU,U,50,191
AGHNOTU,T,68,272
AGHNOTU,O,58,213
AGHNOTU,N,63,252
AGHNOTU,G,60,229
AGHNOTU,A,70,259
AEHNORV,V,55,246
AEHNORV,R,81,315
AEHNORV,O,50,180
AEHNORV,N,72,262
AEHNORV,E,83,323
AEHNORV,A,78,291
ADHILOP,P,65,287
ADHILOP,O,69,257
ADHILOP,L,90,357
ADHILOP,I,64,276
ADHILOP,D,58,223
ADHILOP,A,79,327
AHLOPSU,U,63,228
AHLOPSU,P,86,321
AHLOPSU,O,67,244
AHLOPSU,H,67,266
AEGHINP,P,75,337
AEGHINP,I,79,384
AEGHINP,G,87,404
AEGHINP,E,73,315
AEGHINP,A,100,423
AEGHNRU,U,50,211
AEGHNRU,N,77,376
AEGHNRU,G,90,401
AEGHNRU,E,94,442
ABEGHOR,O,55,212
ABEGHOR,G,66,273
ABEGHOR,E,87,343
ABEGHOR,B,74,309
ABEGHOR,A,89,353
ABCDHKR,A,67,233
ABDEHKR,D,85,383
ABDEHKR,B,73,318
ACDEHOR,H,88,428
ADGHINR,R,94,438
ADGHINR,G,100,504
ADGHINR,D,82,391
ADHIPRS,S,96,390
ADHIPRS,R,76,317
ADHIPRS,P,63,275
ADHIPRS,I,90,381
ADHIPRS,H,60,292
ADHIPRS,D,52,191
ACDHKRT,R,55,229
ACDHKRT,C,50,226
ACDHKRT,A,85,321
AEHILPR,I,89,369
AEHILPR,H,60,269
AEGHIRS,I,92,381
AEGHIRS,H,77,335
AEGHIRS,G,73,313
AEGHRSV,V,50,250
AEGHRSV,S,90,410
AEGHRSV,G,53,240
AHLORTY,Y,64,302
AHLORTY,T,96,383
AHLORTY,R,84,344
AHLORTY,O,98,401
AHLORTY,L,77,305
AHLORTY,H,54,240
AFHLMRU,U,54,198
AFHLMRU,L,55,199
AFHLMRU,A,73,267
AHMNORY,Y,52,238
AHMNORY,R,71,291
AHMNORY,O,81,302
AHMNORY,N,76,294
AHMNORY,M,92,357
AHIPRST,H,79,406
AHILPRU,U,57,230
AHILPRU,R,64,249
AHILPRU,P,71,323
AHILPRU,L,82,341
AHILPRU,I,63,268
AHINORS,R,82,353
AHINORS,O,72,312
AHINORS,N,99,419
AHINORS,I,94,436
AHINORS,H,59,263
ADFHORT,T,66,229
ADFHORT,R,75,257
ADFHORT,O,75,245
ADFHORT,A,74,257
AEHRSTV,V,58,303
AHILSTY,Y,54,266
AHILSTY,T,85,391
AHILSTY,I,99,471
AHILSTY,H,65,307
AGHINST,H,78,378
AEFHLTU,T,86,338
AEFHLTU,L,100,393
AEFHLTU,H,50,197
AEFHLTU,F,54,209
AEFHLTU,E,87,361
AEFHLTU,A,90,372
AEHKMRT,M,96,404
AEHKMRT,H,75,322
ABEHKRU,R,72,256
ABEHKRU,E,58,201
ABEHKRU,B,57,223
ABEHKRU,A,73,254
AEHILRU,R,87,277
AEHILRU,L,85,289
AEHILRU,I,50,149
AEHILRU,E,72,236
AEHILRU,A,86,285
AGHILNU,U,57,248
AGHILNU,N,100,511
AGHILNU,L,98,445
AGHILNU,I,93,480
ADEHNTU,U,63,331
ADEHNTU,T,100,506
ADEHNTU,D,98,503
AGHINTU,T,86,404
AGHINTU,I,90,454
AGHINTU,H,52,249
AGHINTU,G,82,383
AGHINTU,A,98,453
ABHOTUY,T,51,175
AHIPSUV,S,62,211
AHIPSUV,A,52,182
ABHIKLW,L,50,199
ABHIKLW,A,63,258
AGHIKNW,N,64,266
AGHIKNW,I,59,248
AGHIKNW,G,51,229
AGHIKNW,A,69,267
AHIKNSW,S,78,305
AHIKNSW,N,68,265
AHIKNSW,K,51,190
AHIKNSW,I,65,242
AHIKNSW,H,50,197
AHIKNSW,A,90,340
AEHIKLW,L,71,249
AEHIKLW,E,54,165
AEHIKLW,A,67,237
AHKMOTW,A,50,189
AHKNSWY,S,52,204
AHKNSWY,A,81,289
AEHLOSW,W,64,316
AEHLOSW,O,72,309
AEHLOSW,H,83,382
AEHLOSW,E,98,434
AEHIPSW,S,82,325
AEHIPSW,P,67,279
AEHIPSW,I,52,227
AEHIPSW,E,54,237
AEHIPSW,A,68,279
AHNORTW,T,96,451
AHNORTW,R,93,425
AHNORTW,O,89,396
AHNORTW,N,65,282
AHNORTW,A,91,406
AFHLOTY,T,59,243
AFHLOTY,O,72,301
AFHLOTY,L,79,326
AFHLOTY,A,77,334
AEHKMRY,R,72,265
AEHKMRY,M,68,279
AEHKMRY,E,70,253
AEHKMRY,A,86,311
ACHIKRY,R,52,223
ACHIKRY,C,51,219
ACHIKRY,A,67,275
ACHKSTY,A,71,255
AEHIRWY,R,64,200
AEHIRWY,E,55,180
AEHINSZ,S,83,354
AEHINSZ,N,70,320
AEHINSZ,I,57,258
AEHINSZ,E,52,246
AEHINSZ,A,72,312
ABDEHOR,O,93,410
ABDEHOR,H,54,245
ABDEHOR,B,99,441
ADEFHST,T,96,438
ADEFHST,S,95,441
ADEFHST,H,62,284
ADEFHST,D,66,305
ADEFHIS,S,72,272
ADEFHIS,E,62,245
ADEFHIS,D,66,254
ADEFHIS,A,71,272
ADEFHLU,L,92,333
ADEFHLU,E,72,270
ADEFHLU,D,69,253
ADEFHLU,A,75,274
ADEHLMP,P,51,211
ADEHLMP,M,59,196
ADEHLMP,L,93,362
ADEHLMP,D,65,242
ADEHIKL,L,91,345
ADEHIKL,I,62,229
ADEHIKL,E,79,281
ADEHIKL,D,71,270
ADEHIKL,A,96,360
ADEHNOP,P,66,267
ADEHNOP,O,54,185
ADEHNOP,N,83,330
ADEHNOP,E,86,360
ADEHNOP,D,72,306
ADEHNOP,A,78,317
ACDEHIP,P,57,258
ACDEHIP,I,57,276
ACDEHIP,E,72,321
ACDEHIP,D,63,286
ACDEHIP,C,60,278
ACDEHIP,A,78,343
ADEHINP,P,77,376
ADEHINP,N,95,454
ADEHINP,I,68,342
ADEHINP,E,95,444
ADEHINP,D,91,449
ADEHMOR,O,96,397
ADEHMOR,H,66,298
ADEHILS,H,86,398
ADEHIPS,P,86,451
ADEHIPS,I,92,452
ADEHIPS,H,71,365
ADEHIPS,D,95,465
ADEHOST,O,74,283
ADEHOST,H,89,397
ADEHOST,D,83,367
ADEHMNS,H,69,312
ACDEHPS,S,90,421
ACDEHPS,P,64,285
ACDEHPS,H,67,311
ACDEHPS,D,69,331
ACDEHPS,C,64,313
ADEHINW,N,69,277
ADEHINW,E,63,243
ADEHINW,D,75,297
ADEHINW,A,68,268
AEGHILN,H,51,244
AEHILTY,T,90,405
AEHILTY,I,59,262
AEHILTY,H,61,267
AEHILTY,E,79,345
AEHILTY,A,94,409
AEGHINR,H,51,238
ABEHKRT,H,72,324
ABEHKRT,B,81,365
AEFHLRT,H,93,478
AEFHLRT,F,81,397
AEGHRTU,U,64,259
AEGHRTU,H,70,300
AEGHRTU,G,76,325
ADEHLNT,H,73,338
AEHIKLT,T,93,381
AEHIKLT,K,53,186
AEHIKLT,I,70,281
AEHIKLT,H,65,271
AEHIKLT,E,91,357
AEGHINT,H,77,402
AEHLNVY,V,50,221
AEHLNVY,L,68,279
AEHLNVY,E,73,289
AEHLNVY,A,83,335
AEHILVY,V,50,193
AEHILVY,L,79,289
AEHILVY,E,58,216
AEHILVY,A,66,257
AEHINSV,V,66,311
AEHINSV,I,80,372
AEHINSV,H,51,242
AEHINSV,E,89,418
AEGHINV,N,82,372
AEGHINV,I,64,288
AEGHINV,G,73,331
AEGHINV,E,60,251
AEGHINV,A,78,331
AEHSTVY,T,67,289
AEHSTVY,S,87,352
AEHSTVY,H,51,218
AEHSTVY,E,87,356
AEHSTVY,A,82,324
ABDEHMO,O,53,199
ABDEHMO,M,67,236
ABDEHMO,E,71,258
ABDEHMO,D,69,237
ABDEHMO,A,74,268
ABCEHIR,I,85,420
ABCEHIR,H,64,305
ABCEHIR,C,98,519
ABCEHIR,B,74,347
BDEHIRS,S,77,331
BDEHIRS,I,88,383
BDEHIRS,D,77,378
DEGHORW,R,68,293
DEGHORW,O,69,290
DEGHORW,E,86,386
DEGHORW,D,72,317
CDEHINO,O,78,346
CDEHINO,N,84,381
CDEHINO,I,69,339
CDEHINO,E,64,281
CDEHINO,D,60,265
CDEHINO,C,72,337
EHINOSU,S,91,453
EHINOSU,O,63,331
EHINOSU,N,78,414
EHINOSU,I,57,325
EHINOSU,E,65,359
EHILMOR,R,70,254
EHILMOR,O,62,221
EHILMOR,M,62,213
EHILMOR,L,69,251
EHILMOR,I,54,187
EHILMOR,E,86,318
EHILMNU,M,53,244
EHILMNU,L,62,265
EHILMNU,I,59,278
EHILMNU,E,58,244
EHILOPS,I,76,389
EHILOPS,H,64,325
EHILOST,I,100,485
EHILOST,H,91,447
AEHILOZ,L,55,183
BDEHLNR,E,75,297
EHILMNS,S,93,466
EHILMNS,N,74,409
EHILMNS,M,63,305
EHILMNS,L,83,414
EHILMNS,I,91,446
DEHLNOU,O,50,180
DEHLNOU,N,51,215
DEHLNOU,L,58,210
DEHLNOU,E,66,264
DEHLNOU,D,62,248
EHLMOTZ,T,58,208
EHLMOTZ,O,59,200
EHLMOTZ,E,57,204
EHILMNT,T,86,365
EHILMNT,N,69,334
EHILMNT,M,54,214
EHILMNT,L,80,353
EHILMNT,I,90,384
AEHLMNS,H,71,308
DEHKLPS,E,58,191
EGHILNP,N,63,329
EGHILNP,L,59,291
EGHILNP,I,77,393
EGHILNP,G,51,253
EGHILNP,E,71,327
AEHLMPT,P,84,388
AEHLMPT,M,84,347
AEHLMPT,H,69,277
EHIKLNS,S,87,425
EHIKLNS,N,78,394
EHIKLNS,L,82,396
EHIKLNS,K,57,250
EHIKLNS,I,87,384
DEHIMOP,E,50,161
CEHKLMO,O,57,171
CEHKLMO,E,51,175
EFHILMO,L,55,162
EHILMOP,P,60,222
EHILMOP,O,66,226
EHILMOP,L,71,258
EHILMOP,E,63,235
EHIMOPS,S,77,311
EHIMOPS,P,62,245
EHIMOPS,O,65,246
EHIMOPS,M,54,215
EHIMOPS,E,65,244
DEHIMOR,R,90,356
DEHIMOR,O,69,260
DEHIMOR,M,63,227
DEHIMOR,I,55,217
DEHIMOR,E,99,382
DEHIMOR,D,81,324
DEHINRX,R,53,237
DEHINRX,I,58,255
DEHINRX,E,68,288
DEHINRX,D,52,231
AEHINPR,N,93,451
AEHINPR,I,96,463
AEHMOPT,T,93,355
AEHMOPT,P,56,212
AEHMOPT,O,71,283
AEHMOPT,M,73,273
AEHMOPT,H,57,230
AEHMOPT,E,82,308
AEHMOPT,A,70,278
AEHPSTU,U,64,264
AEHPSTU,P,84,329
AEHPSTU,H,71,296
EHOPRTW,P,82,401
EHOPRTW,H,63,308
AEHKLRS,K,51,197
AEHKLRS,H,88,411
ADEHLRY,Y,80,357
ADEHLRY,H,67,313
BCDEHIR,R,84,378
BCDEHIR,I,67,300
BCDEHIR,E,92,410
BCDEHIR,D,57,267
BEHIORV,R,54,188
BEHIORV,E,55,200
CEHLRSU,U,88,378
CEHLRSU,S,92,433
CEHLRSU,R,95,436
CEHLRSU,L,71,314
CEHLRSU,H,55,266
CEHLRSU,C,74,393
DEHIRTY,T,70,328
DEHIRTY,R,86,381
DEHIRTY,I,69,318
DEHIRTY,D,51,206
EHNOPRU,R,71,295
EHNOPRU,P,64,256
EHNOPRU,O,69,273
EHNOPRU,N,53,223
EHNOPRU,E,71,279
AEGHIRT,H,86,413
AEGHIRT,G,90,421
AEHIMNR,H,55,278
CEHIMRT,M,64,288
CEHIMRT,H,63,319
CEHIMRT,C,71,372
CEHIORS,O,95,481
CEHIORS,I,85,390
CEHIORS,H,80,392
EHIMORS,O,76,347
EHIMORS,M,87,380
EHIMORS,I,79,370
EHIMORS,H,51,210
DEHIPRS,P,79,450
DEHIPRS,H,51,273
DEHIPRS,D,80,432
EHINOST,H,81,424
DEHORTX,T,69,306
DEHORTX,R,81,361
DEHORTX,O,81,343
DEHORTX,E,83,376
AEGHNOX,N,53,196
AEGHMRX,R,68,275
AEGHMRX,M,59,236
AEGHMRX,E,68,258
AEGHMRX,A,78,286
AEHMRTX,M,80,315
AEHMRTX,H,64,281
AEHIMTX,T,55,194
AEHIMTX,M,54,181
AEHIMTX,E,50,166
AEHIMTX,A,56,197
ADEHRWY,Y,55,210
ADEHRWY,W,51,226
ADEHRWY,R,98,397
ADEHRWY,D,97,414
ABEHLOZ,L,71,235
ABEHLOZ,E,53,171
ABEHLOZ,A,55,190
DEHIOSU,S,62,226
CDHIORT,T,60,248
CDHIORT,R,59,252
CDHIORT,O,80,318
CDHIORT,I,59,277
CDHIORT,C,56,268
ACEHIRY,I,55,254
ACEHIRY,H,55,253
ACEHIRY,E,83,361
ACEHIRY,C,77,399
ACEHIRY,A,87,376
EFGHILR,R,60,271
EFGHILR,L,57,246
EFGHILR,I,66,280
EFGHILR,E,77,325
EGHILRT,R,97,489
EGHILRT,L,79,370
EGHILRT,H,59,302
EGHILRT,G,56,291
ADGHIOR,R,56,188
ADGHIOR,O,53,189
ADGHIOR,G,51,182
ADGHIOR,D,63,239
ADGHIOR,A,70,247
CGHILOS,O,62,226
CGHILOS,L,52,201
CGHILOS,I,54,204
AHILRTY,T,77,338
AHILRTY,R,74,306
AHILRTY,L,82,330
AHILRTY,I,79,323
AHILMNY,N,74,356
AHILMNY,M,84,391
AHILMNY,L,74,352
AHILMNY,I,74,335
AHILMSY,Y,51,257
AHILMSY,H,61,286
AHILNTU,T,86,395
AHILNTU,N,80,395
AHILNTU,L,76,324
AHILNTU,I,81,393
AHILNTU,A,96,446
AHINSTY,Y,51,264
AHINSTY,T,84,424
AHINSTY,S,98,452
AHINSTY,I,100,479
AHINSTY,H,55,252
ABDHINR,R,73,297
ABDHINR,N,72,342
ABDHINR,I,71,339
ABDHINR,D,67,280
ABDHINR,B,50,231
DEHIMNT,T,72,316
DEHIMNT,N,75,352
DEHIMNT,I,74,314
DEHIMNT,E,95,401
DEHIMNT,D,63,281
DEGHINR,N,97,528
DEGHINR,G,93,515
DEGHINR,D,93,461
DHIMNOS,S,59,263
DHIMNOS,O,74,342
DHIMNOS,N,54,276
DHIMNOS,M,51,249
DHIMNOS,I,68,334
ADHIKNS,S,87,331
ADHIKNS,N,83,341
ADHIKNS,K,56,207
ADHIKNS,I,89,340
ADHIKNS,H,53,205
ADHIKNS,D,61,243
DGHINST,N,56,286
DGHINST,I,76,331
DGHINST,G,50,279
BEHINOP,O,51,182
EHIPRST,H,84,482
AHIMORS,R,91,381
AHIMORS,O,69,286
AHIMORS,I,91,405
AHIMORS,H,65,294
EHIRSTU,U,88,433
EHIRSTU,H,88,439
HIMRSTU,U,69,288
HIMRSTU,T,56,248
HIMRSTU,S,76,321
HIMRSTU,R,53,250
HIMRSTU,I,57,264
DHINORU,O,55,226
DEHINST,D,86,457
CHIOSTY,T,57,255
CHIOSTY,S,56,240
CHIOSTY,O,60,247
GHILOST,T,70,264
GHILOST,S,66,251
GHILOST,O,81,291
GHILOST,L,68,245
GHILOST,I,72,279
GHILOST,H,55,228
HIORSTY,T,73,296
HIORSTY,S,60,273
HIORSTY,R,54,227
HIORSTY,O,67,255
HINORST,T,95,424
HINORST,S,86,415
HINORST,R,78,399
HINORST,N,70,350
HINORST,I,87,427
HINORST,H,61,310
CEHIKRT,T,95,474
CEHIKRT,R,100,494
CEHIKRT,I,98,474
CEHIKRT,H,67,328
CEHIKRT,C,83,414
CGHINST,T,52,273
CGHINST,N,56,294
CGHINST,I,83,372
ACHIKRT,T,91,456
ACHIKRT,R,90,449
ACHIKRT,K,55,239
ACHIKRT,I,91,453
ACHIKRT,H,70,334
ACHIKRT,C,98,495
ABHILOZ,L,50,177
ADGHLNO,O,94,402
ADGHLNO,N,73,332
ADGHLNO,L,81,379
ADGHLNO,G,81,373
ADGHLNO,D,65,293
AFHORST,S,79,316
AFHORST,R,91,362
AFHORST,O,92,338
AFHORST,H,63,275
AFHORST,A,95,376
AEHNORS,O,99,446
AEHNORS,H,91,448
AHINOTZ,T,61,334
AHINOTZ,O,52,264
AHINOTZ,N,73,385
AHINOTZ,I,66,345
AHINOTZ,A,68,364
BDEHLOY,O,70,270
BDEHLOY,L,65,263
BDEHLOY,E,56,205
BEHORSY,R,57,218
BEHORSY,O,58,219
BEHORSY,E,67,245
BHIOSTY,O,55,211
BGHILNO,O,70,275
BGHILNO,N,56,282
BGHILNO,L,52,211
BGHILNO,I,63,290
BGHILNO,G,57,264
ABHILNO,O,67,259
ABHILNO,N,69,307
ABHILNO,L,74,286
ABHILNO,I,60,262
ABHILNO,B,51,223
ABHILNO,A,82,345
DGHIKNO,O,57,242
DGHIKNO,N,56,254
DGHIKNO,I,55,256
DEHMORT,M,76,324
DEHMORT,H,53,240
DEHMORT,D,65,288
CDEHOPS,S,62,231
CDEHOPS,P,57,210
CDEHOPS,O,75,260
CDEHOPS,E,70,268
CEGHKOR,R,58,257
CEGHKOR,O,63,233
CEGHKOR,E,63,272
CEGHKOR,C,54,236
EGHINOS,O,78,399
EGHINOS,I,94,514
